,content,sentiment
15477,"He can't fix it.   I guess I'll write until I get too bored then watch tv. Man, this is lame.",sadness
19407,"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry",sadness
141,@softtouchme just answered you- never learned how to write in French- just basic stuff-,empty
15421,is not getting her posts posted to the topics,neutral
33765,@auroraawakes That means you need to start.,neutral
25092,"A Don't Stop Believing remix? Sure, why not?  Sacrilege   ? http://blip.fm/~5jkpz",fun
3148,2 hours after teleconference. but can't go back to sleep. got some work to do. sigh sigh,worry
38479,"@paula_mcfly Haha! Yeah, I heard they that Leicester won  I was home by my self, with a movie, some candy and a pizza.. ! Amazing evening",happiness
9720,bout tuh head out an find sum wher tuh go an chill,neutral
8713,my phone is broken    &amp; im too lazy to go to the verizon store to get a new one.. oh well i guess no phone for awhile.. aha,neutral
22484,Still wide awake... fortunately I don't have to be up early.,relief
24944,Finished with MTML assignment  But didn't like it at all. Feels like I missed lotsa points but the word limit is 2500. Hmmpph!,sadness
17059,@NiaBassett she's just finished!  The Pretenders now. x,neutral
21520,"english p1 done.  i refuse to countdown, it makes me sad. off to shower and take a nap...",worry
3701,"@BexieLady I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",relief
22119,well that rowing machine has paid off this week as i've lost 3lbs this week,happiness
3212,i never knew a dentention was so hard 2 get,anger
15968,"@joyzaphine Ouch! Sunburn's bad! Hope it's not to sore on your bedding, that's always the problem.",worry
19406,@davidaldrich_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,fun
29754,@kmaco214 No code I think @sunnieM coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~,worry
12972,@TheEllenShow but i went out and bought some nail polish ellen,worry
12739,Omg ! BGT making me cry  . That wee girl  it's soo sad.,worry
15554,ouch... head hurts,sadness
13147,"@cecinievas omgggggggggg, cant belive it! what had happened to it friend? do you know where did you missed it? thats not nice!!",worry
16779,im nervous :/ i want @mmilanezi to gimme a bear hug,love
39426,OMGosh I just saw Hattie wake up! Must be summer when your garden hedgehog comes out of hibernation,neutral
29142,"@TRIPLEBEAMDREAM Having a Leatherman, is a MUST, really for anybody! You never know, when you might need one &amp; it gets the job done.",surprise
26919,"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9",sadness
15021,Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...fuck you microsoft...i want win 7,hate
25365,"@podagraph Wait a min, u pretty much home til u jump the pond? I have 1 wk 2 go. If I could find a cheap flt  It's a thought, haha.",sadness
16699,i feel sick  thanks band kids.,neutral
29369,@girlygirl007 Well done! Happy for ya.,happiness
18578,@Applecored same,neutral
35639,@creamspyder  thanks  you've been quiet lately!,love
4804,Lexy add me here..... I can't locate your handle for whatever reason,neutral
36085,i saw my credit-card statement. maybe i should receive the unholy Aiden fan package!! yaaaaay.,fun
7371,@indysawhney seems like u r just pushing your #wcm site. i really cant beleive you are an IT pro and havent heard of #joomla or #drupal.,sadness
19671,@iAlejandro: unfortunately not.  I have to take it to a repair shop or replace it.,enthusiasm
17350,@jordanknight PS- Missed your tweets today!!!  Guess I'm addicted too.,love
30291,@danielledeleasa yeeah!! me too! it's amazing!!! I'm freaking out lol,worry
29615,Comment my new myspace pictures plz?,enthusiasm
23096,"is listening to Sunlounger's music, waiting for the sun to set.",happiness
37514,@Tiaantjee Cool rite?,neutral
8028,@katebuckjr Sorry I can not reach either URL,sadness
37013,This weekend has been probably the best and there is still another day to go!!,happiness
5139,My mother is taking Gambit to the vet today. I hope it's nothing too serious.,worry
17121,Listening to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.,sadness
5553,I want Guitar Hero:World Tour SOO bad.,worry
5595,"@garageglamorous I agree, 'Paparazzi' waz an amazing vid, I luved it, but felt bad cuz it waz leaked &amp; I watched it",happiness
28959,@manu_preet haha one of the many reasons I love you,love
7817,@StoryShtick Ugh.  Now my ears are having phantom pains.,worry
28018,"@rOcketsBABY great thanks hun, i did thr family thing this wknd too! 5 weeks today we hit the USA, cant wait!!",enthusiasm
35850,Here  dude we got here n a table readyyy fo us,worry
6868,The gigantic initial inertial to get oneself to work after a deadline,boredom
33959,happy mothers day to all   im off to spend the day with my family,happiness
30829,"@sweetangieollie ooh a storm, that's always welcome news  Happy Mothers Day!",love
18340,@ESQUIRE8 OMG I am @ the hair salon. *tears*  I hope I get out of here soon. We watching the Real House wives of NYC in here.,love
38638,Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,happiness
30823,"Had tons of fun, yay!!  On to after prom for lots more fun, horayyyayayay",happiness
38351,Guess what the blue skies mean today?  http://twitpic.com/4wsj3,neutral
31177,Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number,worry
16233,@PHXPhoto No kidding there! Ugh ... One thing I know for sure - it won't be me showing the property this weekend,sadness
3508,Why am I always the one on time. They are always late. I wanna sleep. I miss Mere.,sadness
2522,"@HellenBach the geek, the stepson and the live in nanny love BGT, me - can't stand it!  Had to watch TV upstairs all alone!",sadness
32371,@carbaby and @travisgarland great seein you guys today!!! you look so happy  love it!! lets hang out soon!! love yall!,worry
19182,"@LuluLuz  i love you,i love you,i love you -you're the most beautiful and sweet girl ever.",love
20405,spending a 'girly' day wif my four big sisters! shopping. pedicures and dyeing eachother's hair. ohh yeah,happiness
23443,watchin Gilmore Girlz,neutral
25933,"oh yes, happy star wars day.   May the fourth be with you...",happiness
15668,im so tired of my responsabilities i wish i was a kid it seems that everyone around me is all about money and not me anymore,sadness
26772,@jlovely crossing my fingers for ya! &amp; hey you'll be on my side of town!  Welcome! LOL,fun
32872,@dbgrady lol that was a great movie,happiness
18224,@saamanthajaane :o exams. YUCK    that will be hectic!,worry
25026,@Kat_KittyKat That's very nice of him.,love
947,@djcoombs not at my workplace.   but a short-sleeved shirt is absolutely necessary today!,neutral
18778,@AvaAmnesia  but then you won't see Her hotness much either,neutral
16344,graduation is done  im a little sad.. anyone want to hang out???,worry
34619,@DarryleP LOL! I do splurge on chocolate now and then.  And I plan on splurging a little tomorrow!,happiness
34933,I say it's in the cards.,neutral
21643,@officialTila wow... that was very sexy,surprise
27560,nothing,neutral
37275,"I'm seeing quite a few proto-furries here, now that I think of it.  #acen",happiness
18479,"can't find my trusty hair tie  My hair will spill all over the place when I run!Mom's bands doesn't work for me,normal ones hurt.(((",sadness
21722,@scruffybee welcome to twitter world my friend!,love
2069,Is constantly listening to the @Jonasbrothers song Fly with Me...b/c it's the cutest song...&quot;Peter Pan &amp; Wendy turned out fine&quot;,fun
5191,can't feel my tail bone.,worry
761,"Oh no, hubs is so sick! I hope I don't catch it",worry
10061,Edge left me off the contributors list in this month's issue.  x FFS. &lt;- Werd,sadness
566,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .,worry
6607,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther &lt;3    p.s.s i miss u katherine,happiness
15283,Poor winston!  Going on a run!,worry
33089,Off to bed - I have a hot date with Sudoku and maybe a chapter or two reading if I can stay awake that long. Have a great night tweeps!,happiness
8769,@mileycyrus MILEEY HOW CAN I VOE IN THE MV MOVIE AWARDS ?,neutral
10873,she's gone   I miss my kay way already,sadness
33269,I promised to update my twitter every now and then. LOL Greet your mom by simply saying YOUR HOT,fun
9059,I'm being held captive on my day of freedom.,love
37719,"Trying to put down some veggie soup, and watching Bride Wars while my body recovers.  Hope I'll spring back tomorrow",neutral
4858,@yeahgiancarlo Can't  No money to spend.,worry
16349,Poor dead Josh.  http://bit.ly/JKpHn  Please leave your messages of condolences there.  #boy #rip,surprise
31983,"@FlipFlopsChels Yes, I would love some more cowbell!",fun
12769,"@siggidori sorry, I'm creating a new comedy style &quot;bad joking&quot;",sadness
6339,http://twitpic.com/66shw - Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year,neutral
20627,"@mafraederscheid did the house sale go OK? Hope so, really like your daily painting today, have a creative day",enthusiasm
28027,@cutegingerbread i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction,fun
20190,@moonfrye LOL and that's why I use my iPod touch,fun
19708,my stomach hurts,sadness
6152,I am dreading shopping for a swimsuit,neutral
28849,I wonder if I should put a bet on Cubs winning world series in 2015 due to BTTF II. I'd love it if it actually happens.  Me = geek,worry
23353,@Blondie_HK very funny,happiness
8533,"Note to self: Omelets are better when made with butter, not olive oil.  Also, @laurendanyelle doesn't like my cooking *spits in a napkin*",relief
29186,"Back then I didn't know why you were misunderstood. So now I see thru ur eyes, all that u did was love. Mama, I love you",sadness
4392,"@RetroRewind i have to wok a nite shift tonite so will miss it  please DM me, i promise i wont tell anyone else ;0) !!!",sadness
12044,"Ditto that, my friend...BORED! Oops, now I have an exciting problem",boredom
5140,@getape I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,sadness
12372,Watch Jay Leno tonite!!!  It's his last day as the Tonight Show Host,happiness
39229,try to play John Travolta's &quot;Grease Lightning&quot; bassline.. it's cool,happiness
38789,@miraihl Sounds like you're in for a great day!  Enjoy,happiness
21593,Don't Think Twice creative blog. Cool stuff. http://www.dontthinktwicecollective.blogspot.com/ @karensaba thanks,love
2973,@MrsSOsbourne Hi Sharon Missed you on our x factor last year!!  Come Back!! x,love
22099,new phones just arrived in the office. not much else is gona get done today,happiness
9546,Has that feeling like when you want to cry but you dont so you get that empty feeling in your stomach and your throat starts to hurt.,worry
29618,"Finished with my classes, time to start my summer project. Hint: it involves a Wordpress install and what I've been tweeting about lately",surprise
